  10.1   2.01
 150.0  20.13
 198.6  25.65
 300.2  37.98
 398.3  49.96
 500.5  59.35
 657.2  79.12
 666.6  79.69
 857.6 102.58
1005.9 119.62
1113.6 132.12
1248.7 145.01
1305.3 151.35
1432.1 164.83
1488.6 169.32
