  10.1   2.01 0.3
 150.0  20.13 0.6
 198.6  25.65 0.6
 300.2  37.98 0.6
 398.3  49.96 1.2
 500.5  59.35 1.2
 657.2  79.12 0.9
 666.6  79.69 1.5
 857.6 102.58 1.5
1005.9 119.62 1.8
1113.6 132.12 1.5
1248.7 145.01 2.1
1305.3 151.35 2.7
1432.1 164.83 3.0
1488.6 169.32 2.7
