0.00 0.00 0.10
10.71 0.87 0.10
21.43 1.75 0.10
32.14 2.62 0.10
42.86 3.30 0.10
53.57 4.03 0.10
64.29 4.91 0.10
75.00 5.78 0.10
85.71 6.66 0.10
96.43 7.53 0.10
107.14 8.40 0.10
117.86 9.28 0.10
128.57 10.15 0.10
139.29 11.02 0.10
150.00 11.90 0.10
