  10.1   2.01 0.2
 150.0  20.13 0.4
 198.6  25.65 0.4
 300.2  37.98 0.4
 398.3  49.96 0.8
 500.5  59.35 0.8
 657.2  79.12 0.6
 666.6  79.69 1.0
 857.6 102.58 1.0
1005.9 119.62 1.2
1113.6 132.12 1.0
1248.7 145.01 1.4
1305.3 151.35 1.8
1432.1 164.83 2.0
1488.6 169.32 1.8
